
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000243                       # Number of seconds simulated (Second)
simTicks                                    243392000                       # Number of ticks simulated (Tick)
finalTick                                   243392000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.94                       # Real time elapsed on the host (Second)
hostTickRate                                258025941                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     416704                       # Number of bytes of host memory used (Byte)
simInsts                                       266250                       # Number of instructions simulated (Count)
simOps                                         274398                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   282216                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     290850                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           243393                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.914152                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.093910                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          388216                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2132                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         350914                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    167                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               115949                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             68363                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  44                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              212536                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.651080                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.962462                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectUncond           92     12.76%     88.07% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectCond            0      0.00%     88.07% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectUncond           86     11.93%    100.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::total          721                       # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget        24825     39.45%     39.45% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB        31802     50.53%     89.98% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS         3898      6.19%     96.17% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect         2410      3.83%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total        62935                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch         3165     78.30%     78.30% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return          872     21.57%     99.88% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            5      0.12%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total         4042                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted             47959                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken        25007                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect              3540                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss            627                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.BTBLookups                62935                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                 3086                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                   47216                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.750234                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted             786                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups            2715                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               2410                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              305                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return         3898      6.19%      6.19% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect         3738      5.94%     12.13% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect          481      0.76%     12.90% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond        47959     76.20%     89.10% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond         4625      7.35%     96.45% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     96.45% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond         2234      3.55%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total        62935                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return         3898     24.80%     24.80% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          713      4.54%     29.33% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect          481      3.06%     32.39% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond         8089     51.46%     83.85% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          304      1.93%     85.79% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     85.79% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond         2234     14.21%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total         15719                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          386     12.51%     12.51% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%     12.51% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond         2544     82.44%     94.94% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          156      5.06%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total         3086                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          386     12.51%     12.51% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%     12.51% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond         2544     82.44%     94.94% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond          156      5.06%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total         3086                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED    243392000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups         2715                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits         2410                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses          305                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords          134                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords         2849                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            0                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.ras.pushes                 4832                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.ras.pops                   4831                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.ras.squashes               1546                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used                   3285                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct                3285                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect                 0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.status::running              212283     99.88%     99.88% # Number of cycles commit is running (Cycle)
system.cpu.commit.status::idle                      1      0.00%     99.88% # Number of cycles commit is idle (Cycle)
system.cpu.commit.status::trapPending             252      0.12%    100.00% # Number of cycles commit is processing a trap (Cycle)
system.cpu.commit.commitSquashedInsts          115896                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls            2088                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts              3555                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples       208919                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.313418                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.223487                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          119400     57.15%     57.15% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1           37918     18.15%     75.30% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2           13610      6.51%     81.82% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3            9243      4.42%     86.24% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4            5821      2.79%     89.03% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5            4695      2.25%     91.27% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6            3312      1.59%     92.86% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7            4460      2.13%     94.99% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8           10460      5.01%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total       208919                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.committedInstType_0::No_OpClass         2075      0.76%      0.76% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu       154714     56.38%     57.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult          641      0.23%     57.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv           14      0.01%     57.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd         2974      1.08%     58.46% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp         1438      0.52%     58.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt         3915      1.43%     60.41% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult         2974      1.08%     61.50% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc         1433      0.52%     62.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv          513      0.19%     62.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc         1025      0.37%     62.58% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     62.58% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd          560      0.20%     62.78% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     62.78% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu         2304      0.84%     63.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     63.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     63.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc         6781      2.47%     66.09% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult          512      0.19%     66.28% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     66.28% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     66.28% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          896      0.33%     66.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     66.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     66.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     66.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     66.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     66.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp          576      0.21%     66.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt          384      0.14%     66.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     66.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     66.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult          192      0.07%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd         1536      0.56%     67.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp           24      0.01%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha3            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSm4e            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCrc            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDotProd            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     67.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead        43810     15.97%     83.56% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite        25475      9.28%     92.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead         5965      2.17%     95.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite         4614      1.68%     96.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%     96.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideLoad         2049      0.75%     97.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideStore         2001      0.73%     98.18% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskLoad            0      0.00%     98.18% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskStore            0      0.00%     98.18% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedLoad            0      0.00%     98.18% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedStore            0      0.00%     98.18% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedLoad         1536      0.56%     98.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedStore            0      0.00%     98.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterLoad          128      0.05%     98.78% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterStore          128      0.05%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedLoad            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedLoad            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedStore            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdExt            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatExt            0      0.00%     98.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdConfig         3211      1.17%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::System            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total       274398                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples         10460                       # number cycles where commit BW limit reached (Cycle)
system.cpu.commitStats0.numInsts               266250                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps                 274398                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP         266250                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP           274398                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.numUserInsts           266250                       # Numbrer of instructions committed in user mode (Count)
system.cpu.commitStats0.numUserOps             274398                       # Number of ops committed in user mode (Count)
system.cpu.commitStats0.ratioUserInsts              1                       # Ratio of instructions committed in user mode (Ratio)
system.cpu.commitStats0.ratioUserOps                1                       # Ratio of ops committed in user mode (Ratio)
system.cpu.commitStats0.cpi                  0.914152                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  1.093910                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs              85706                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts              24853                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts            244110                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts            53488                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts           32218                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts             22818                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::No_OpClass         2075      0.76%      0.76% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntAlu       154714     56.38%     57.14% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntMult          641      0.23%     57.37% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntDiv           14      0.01%     57.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatAdd         2974      1.08%     58.46% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCmp         1438      0.52%     58.99% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCvt         3915      1.43%     60.41% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMult         2974      1.08%     61.50% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMultAcc         1433      0.52%     62.02% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatDiv          513      0.19%     62.21% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMisc         1025      0.37%     62.58% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatSqrt            0      0.00%     62.58% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAdd          560      0.20%     62.78% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAddAcc            0      0.00%     62.78% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAlu         2304      0.84%     63.62% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCmp            0      0.00%     63.62% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCvt            0      0.00%     63.62% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMisc         6781      2.47%     66.09% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMult          512      0.19%     66.28% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMultAcc            0      0.00%     66.28% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMatMultAcc            0      0.00%     66.28% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShift          896      0.33%     66.61% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShiftAcc            0      0.00%     66.61% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDiv            0      0.00%     66.61% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSqrt            0      0.00%     66.61% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAdd            0      0.00%     66.61% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAlu            0      0.00%     66.61% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCmp          576      0.21%     66.82% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCvt          384      0.14%     66.96% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatDiv            0      0.00%     66.96% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMisc            0      0.00%     66.96% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMult          192      0.07%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMultAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMatMultAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatSqrt            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAdd            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAlu            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceCmp            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceAdd         1536      0.56%     67.59% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp           24      0.01%     67.60% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     67.60% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     67.60% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     67.60% # Class of committed instruction. (Count)
