
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000524                       # Number of seconds simulated (Second)
simTicks                                    523957000                       # Number of ticks simulated (Tick)
finalTick                                   523957000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      2.46                       # Real time elapsed on the host (Second)
hostTickRate                                213041659                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1203136                       # Number of bytes of host memory used (Byte)
simInsts                                       692250                       # Number of instructions simulated (Count)
simOps                                         835686                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   281451                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     339766                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           523958                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.756891                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.321194                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         1116180                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     3382                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        1033806                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1527                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               283840                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            154642                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 110                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              499110                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.071299                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.229569                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.BTBMispredicted             646                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups            4710                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               4468                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              242                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return        10223      4.93%      4.93% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect         8906      4.30%      9.23% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect          439      0.21%      9.44% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond       173033     83.48%     92.92% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond        10414      5.02%     97.94% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     97.94% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond         4271      2.06%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total       207286                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return        10223     35.68%     35.68% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          631      2.20%     37.88% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect          439      1.53%     39.41% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond        12853     44.86%     84.27% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          237      0.83%     85.09% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     85.09% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond         4271     14.91%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total         28654                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          329      5.19%      5.19% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      5.19% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond         5893     92.91%     98.09% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          121      1.91%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total         6343                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          329      5.19%      5.19% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      5.19% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond         5893     92.91%     98.09% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond          121      1.91%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total         6343                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED    523957000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups         4710                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits         4468                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses          242                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords          242                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords         4952                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            0                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.ras.pushes                13246                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.ras.pops                  13242                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.ras.squashes               6920                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used                   6322                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct                6322                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect                 0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.status::running              498703     99.92%     99.92% # Number of cycles commit is running (Cycle)
system.cpu.commit.status::idle                      1      0.00%     99.92% # Number of cycles commit is idle (Cycle)
system.cpu.commit.status::trapPending             406      0.08%    100.00% # Number of cycles commit is processing a trap (Cycle)
system.cpu.commit.commitSquashedInsts          283725                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls            3272                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts              9950                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples       489086                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.708669                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.568138                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          259377     53.03%     53.03% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1           76389     15.62%     68.65% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2           36714      7.51%     76.16% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3           18155      3.71%     79.87% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4           16901      3.46%     83.33% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5            8077      1.65%     84.98% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6           28936      5.92%     90.89% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7            6497      1.33%     92.22% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8           38040      7.78%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total       489086                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.committedInstType_0::No_OpClass         3258      0.39%      0.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu       410398     49.11%     49.50% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult         1235      0.15%     49.65% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv          602      0.07%     49.72% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd         4746      0.57%     50.29% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp        34775      4.16%     54.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt         4567      0.55%     54.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult         3959      0.47%     55.47% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc         2812      0.34%     55.80% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv         1163      0.14%     55.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc         3828      0.46%     56.40% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt          787      0.09%     56.50% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd         3712      0.44%     56.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     56.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu         5456      0.65%     57.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     57.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     57.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc         8177      0.98%     58.57% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult          512      0.06%     58.63% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     58.63% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     58.63% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          896      0.11%     58.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     58.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     58.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     58.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd        28272      3.38%     62.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     62.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp        25792      3.09%     65.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt          384      0.05%     65.26% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     65.26% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     65.26% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult        22224      2.66%     67.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc        25344      3.03%     70.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     70.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     70.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     70.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     70.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     70.95% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd         1536      0.18%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp           24      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha3            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSm4e            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCrc            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDotProd            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     71.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead        52102      6.23%     77.37% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite        32672      3.91%     81.28% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead        74317      8.89%     90.17% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite        19887      2.38%     92.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%     92.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideLoad        49623      5.94%     98.49% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideStore         5207      0.62%     99.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskLoad            0      0.00%     99.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskStore            0      0.00%     99.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedLoad            0      0.00%     99.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedStore            0      0.00%     99.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedLoad         1536      0.18%     99.30% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedStore            0      0.00%     99.30% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterLoad          128      0.02%     99.31% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterStore          128      0.02%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedLoad            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedLoad            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedStore            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdExt            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatExt            0      0.00%     99.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdConfig         5627      0.67%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::System            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total       835686                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples         38040                       # number cycles where commit BW limit reached (Cycle)
system.cpu.commitStats0.numInsts               692250                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps                 835686                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP         692250                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP           835686                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.numUserInsts           692250                       # Numbrer of instructions committed in user mode (Count)
system.cpu.commitStats0.numUserOps             835686                       # Number of ops committed in user mode (Count)
system.cpu.commitStats0.ratioUserInsts              1                       # Ratio of instructions committed in user mode (Ratio)
system.cpu.commitStats0.ratioUserOps                1                       # Ratio of ops committed in user mode (Ratio)
system.cpu.commitStats0.cpi                  0.756891                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  1.321194                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs             235600                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts             151631                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts            635856                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts           177706                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts           57894                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts            184578                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::No_OpClass         3258      0.39%      0.39% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntAlu       410398     49.11%     49.50% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntMult         1235      0.15%     49.65% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntDiv          602      0.07%     49.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatAdd         4746      0.57%     50.29% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCmp        34775      4.16%     54.45% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCvt         4567      0.55%     54.99% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMult         3959      0.47%     55.47% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMultAcc         2812      0.34%     55.80% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatDiv         1163      0.14%     55.94% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMisc         3828      0.46%     56.40% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatSqrt          787      0.09%     56.50% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAdd         3712      0.44%     56.94% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAddAcc            0      0.00%     56.94% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAlu         5456      0.65%     57.59% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCmp            0      0.00%     57.59% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCvt            0      0.00%     57.59% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMisc         8177      0.98%     58.57% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMult          512      0.06%     58.63% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMultAcc            0      0.00%     58.63% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMatMultAcc            0      0.00%     58.63% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShift          896      0.11%     58.74% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShiftAcc            0      0.00%     58.74% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDiv            0      0.00%     58.74% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSqrt            0      0.00%     58.74% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAdd        28272      3.38%     62.12% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAlu            0      0.00%     62.12% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCmp        25792      3.09%     65.21% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCvt          384      0.05%     65.26% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatDiv            0      0.00%     65.26% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMisc            0      0.00%     65.26% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMult        22224      2.66%     67.91% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMultAcc        25344      3.03%     70.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMatMultAcc            0      0.00%     70.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatSqrt            0      0.00%     70.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAdd            0      0.00%     70.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAlu            0      0.00%     70.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceCmp            0      0.00%     70.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceAdd         1536      0.18%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp           24      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash2            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash2            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma2            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha3            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSm4e            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCrc            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDotProd            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     71.13% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead        52102      6.23%     77.37% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite        32672      3.91%     81.28% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead        74317      8.89%     90.17% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite        19887      2.38%     92.55% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%     92.55% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad        49623      5.94%     98.49% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore         5207      0.62%     99.11% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskLoad            0      0.00%     99.11% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskStore            0      0.00%     99.11% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%     99.11% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%     99.11% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad         1536      0.18%     99.30% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%     99.30% # Class of committed instruction. (Count)
