
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001299                       # Number of seconds simulated (Second)
simTicks                                   1299151000                       # Number of ticks simulated (Tick)
finalTick                                  1299151000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.12                       # Real time elapsed on the host (Second)
hostTickRate                                212427546                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1203136                       # Number of bytes of host memory used (Byte)
simInsts                                      1905067                       # Number of instructions simulated (Count)
simOps                                        2022709                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   311497                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     330732                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          1299152                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.681946                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.466393                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         2820092                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     4651                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        2593170                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1467                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               802016                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            447976                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 226                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1273963                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.035514                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.018311                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.condPredicted            637918                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken       326385                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect             33847                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss           1079                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.BTBLookups               763410                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                18422                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                  668090                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.875139                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted            1351                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups           23202                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              23001                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              201                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return        34195      4.48%      4.48% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect        30547      4.00%      8.48% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect          425      0.06%      8.54% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond       637918     83.56%     92.10% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond        37548      4.92%     97.02% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     97.02% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond        22777      2.98%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total       763410                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return        34195     35.87%     35.87% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          620      0.65%     36.52% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect          425      0.45%     36.97% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond        36418     38.21%     75.18% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          885      0.93%     76.10% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     76.10% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond        22777     23.90%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total         95320                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          334      1.81%      1.81% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      1.81% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond        17652     95.82%     97.63% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          436      2.37%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total        18422                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          334      1.81%      1.81% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      1.81% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond        17652     95.82%     97.63% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond          436      2.37%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total        18422                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED   1299151000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups        23202                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits        23001                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses          201                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords          414                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords        23616                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            0                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.ras.pushes                46413                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.ras.pops                  46409                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.ras.squashes              27655                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used                  18754                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct               18754                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect                 0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.status::running             1273416     99.96%     99.96% # Number of cycles commit is running (Cycle)
system.cpu.commit.status::idle                      1      0.00%     99.96% # Number of cycles commit is idle (Cycle)
system.cpu.commit.status::trapPending             546      0.04%    100.00% # Number of cycles commit is processing a trap (Cycle)
system.cpu.commit.commitSquashedInsts          801857                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls            4425                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts             34867                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples      1239011                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.632519                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.444643                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          616692     49.77%     49.77% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1          252098     20.35%     70.12% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2          106502      8.60%     78.72% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3           32564      2.63%     81.34% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4           44543      3.60%     84.94% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5           17379      1.40%     86.34% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6           71383      5.76%     92.10% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7           16250      1.31%     93.41% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8           81600      6.59%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total      1239011                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.committedInstType_0::No_OpClass         4406      0.22%      0.22% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu      1131494     55.94%     56.16% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult         1644      0.08%     56.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv          602      0.03%     56.27% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd         7789      0.39%     56.65% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp        95810      4.74%     61.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt        10387      0.51%     61.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult         4978      0.25%     62.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc         3836      0.19%     62.34% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv         1263      0.06%     62.40% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc         9421      0.47%     62.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt         1787      0.09%     62.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd        88000      4.35%     67.31% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     67.31% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu         2304      0.11%     67.42% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     67.42% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     67.42% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc         4687      0.23%     67.65% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult          384      0.02%     67.67% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     67.67% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     67.67% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          384      0.02%     67.69% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     67.69% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     67.69% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     67.69% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd        37568      1.86%     69.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     69.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp        12608      0.62%     70.17% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt        12608      0.62%     70.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     70.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     70.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult        21440      1.06%     71.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc        41856      2.07%     73.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     73.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     73.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd          197      0.01%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha3            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSm4e            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCrc            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDotProd            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     73.93% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead       123285      6.10%     80.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite        60401      2.99%     83.01% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead       192532      9.52%     92.53% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite        40395      2.00%     94.53% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%     94.53% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideLoad         2272      0.11%     94.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideStore        10161      0.50%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskLoad            0      0.00%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskStore            0      0.00%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedLoad            0      0.00%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedStore            0      0.00%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedLoad            0      0.00%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedStore            0      0.00%     95.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterLoad        12608      0.62%     95.77% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterStore            1      0.00%     95.77% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     95.77% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedLoad        62784      3.10%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedLoad            0      0.00%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedStore            0      0.00%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdExt            0      0.00%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatExt            0      0.00%     98.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdConfig        22817      1.13%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::System            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total      2022709                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples         81600                       # number cycles where commit BW limit reached (Cycle)
system.cpu.commitStats0.numInsts              1905067                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps                2022709                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP        1905067                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP          2022709                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.numUserInsts          1905067                       # Numbrer of instructions committed in user mode (Count)
system.cpu.commitStats0.numUserOps            2022709                       # Number of ops committed in user mode (Count)
system.cpu.commitStats0.ratioUserInsts              1                       # Ratio of instructions committed in user mode (Ratio)
system.cpu.commitStats0.ratioUserOps                1                       # Ratio of ops committed in user mode (Ratio)
system.cpu.commitStats0.cpi                  0.681946                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  1.466393                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs             504439                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts             368986                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts           1668889                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts           393481                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts          110958                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts            332679                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::No_OpClass         4406      0.22%      0.22% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntAlu      1131494     55.94%     56.16% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntMult         1644      0.08%     56.24% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntDiv          602      0.03%     56.27% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatAdd         7789      0.39%     56.65% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCmp        95810      4.74%     61.39% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCvt        10387      0.51%     61.90% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMult         4978      0.25%     62.15% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMultAcc         3836      0.19%     62.34% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatDiv         1263      0.06%     62.40% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMisc         9421      0.47%     62.87% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatSqrt         1787      0.09%     62.96% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAdd        88000      4.35%     67.31% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAddAcc            0      0.00%     67.31% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAlu         2304      0.11%     67.42% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCmp            0      0.00%     67.42% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCvt            0      0.00%     67.42% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMisc         4687      0.23%     67.65% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMult          384      0.02%     67.67% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMultAcc            0      0.00%     67.67% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMatMultAcc            0      0.00%     67.67% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShift          384      0.02%     67.69% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShiftAcc            0      0.00%     67.69% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDiv            0      0.00%     67.69% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSqrt            0      0.00%     67.69% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAdd        37568      1.86%     69.55% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAlu            0      0.00%     69.55% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCmp        12608      0.62%     70.17% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCvt        12608      0.62%     70.79% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatDiv            0      0.00%     70.79% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMisc            0      0.00%     70.79% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMult        21440      1.06%     71.85% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMultAcc        41856      2.07%     73.92% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMatMultAcc            0      0.00%     73.92% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatSqrt            0      0.00%     73.92% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAdd          197      0.01%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAlu            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceCmp            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceAdd            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash2            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash2            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma2            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha3            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSm4e            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCrc            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDotProd            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     73.93% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead       123285      6.10%     80.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite        60401      2.99%     83.01% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead       192532      9.52%     92.53% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite        40395      2.00%     94.53% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%     94.53% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad         2272      0.11%     94.64% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore        10161      0.50%     95.14% # Class of committed instruction. (Count)
