
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000227                       # Number of seconds simulated (Second)
simTicks                                    227452000                       # Number of ticks simulated (Tick)
finalTick                                   227452000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.27                       # Real time elapsed on the host (Second)
hostTickRate                                178695335                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1203132                       # Number of bytes of host memory used (Byte)
simInsts                                       386049                       # Number of instructions simulated (Count)
simOps                                         462091                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   303253                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     362983                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           227453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.589182                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.697269                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          472795                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      222                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         470737                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     92                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                10925                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined              8041                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   9                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              198414                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.372499                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.875906                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.committed_0::CallIndirect          417      0.79%     15.11% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond        29473     55.58%     70.69% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond         2022      3.81%     74.50% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     74.50% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond        13519     25.50%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total        53025                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect          282     24.63%     24.63% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           37      3.23%     27.86% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond          668     58.34%     86.20% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond           86      7.51%     93.71% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     93.71% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond           72      6.29%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total         1145                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::CallDirect            0      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::CallIndirect            0      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectCond          478    100.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::total          478                       # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::CallDirect          282     42.28%     42.28% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::CallIndirect           37      5.55%     47.83% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectCond          190     28.49%     76.31% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectUncond           86     12.89%     89.21% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectCond            0      0.00%     89.21% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectUncond           72     10.79%    100.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::total          667                       # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget        10059     17.29%     17.29% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB        29097     50.00%     67.29% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS         4590      7.89%     75.17% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect        14448     24.83%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total        58194                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch          965     72.83%     72.83% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return          356     26.87%     99.70% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            4      0.30%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total         1325                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted             31933                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken        23696                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect              1145                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss            584                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.BTBLookups                58194                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                  881                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                   31884                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.547892                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted             728                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups           14794                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              14448                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              346                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return         4590      7.89%      7.89% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect         4356      7.49%     15.37% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect          542      0.93%     16.30% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond        31933     54.87%     71.18% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond         2521      4.33%     75.51% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     75.51% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond        14252     24.49%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total        58194                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return         4590     17.45%     17.45% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          740      2.81%     20.26% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect          542      2.06%     22.32% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond         5893     22.40%     44.72% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          293      1.11%     45.83% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     45.83% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond        14252     54.17%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total         26310                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          374     42.45%     42.45% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%     42.45% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond          365     41.43%     83.88% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          142     16.12%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total          881                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          374     42.45%     42.45% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%     42.45% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond          365     41.43%     83.88% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond          142     16.12%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total          881                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED    227452000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups        14794                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits        14448                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses          346                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords          120                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords        14914                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            0                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.ras.pushes                 5483                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.ras.pops                   5482                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.ras.squashes               1477                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used                   4005                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct                4005                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect                 0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.status::running              198203     99.89%     99.89% # Number of cycles commit is running (Cycle)
system.cpu.commit.status::idle                      1      0.00%     99.89% # Number of cycles commit is idle (Cycle)
system.cpu.commit.status::trapPending             210      0.11%    100.00% # Number of cycles commit is processing a trap (Cycle)
system.cpu.commit.commitSquashedInsts           10882                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls             213                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts               845                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples       197522                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.339441                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.885873                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0           57664     29.19%     29.19% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1           67409     34.13%     63.32% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2           20412     10.33%     73.66% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3            5190      2.63%     76.28% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4            3835      1.94%     78.22% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5            4750      2.40%     80.63% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6            2433      1.23%     81.86% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7            2032      1.03%     82.89% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8           33797     17.11%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total       197522                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.committedInstType_0::No_OpClass          201      0.04%      0.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu       182165     39.42%     39.47% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult         1239      0.27%     39.73% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv          614      0.13%     39.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd         2615      0.57%     40.43% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp         1630      0.35%     40.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt         3459      0.75%     41.53% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult         2418      0.52%     42.06% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc         2812      0.61%     42.67% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv          591      0.13%     42.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            2      0.00%     42.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt          197      0.04%     42.84% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd        63040     13.64%     56.48% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     56.48% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu         2304      0.50%     56.98% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     56.98% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     56.98% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc         3174      0.69%     57.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult          384      0.08%     57.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     57.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     57.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          384      0.08%     57.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     57.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     57.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     57.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd        12608      2.73%     60.56% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     60.56% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp        12608      2.73%     63.29% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt        12608      2.73%     66.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     66.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     66.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult        12608      2.73%     68.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc        25216      5.46%     74.20% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     74.20% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     74.20% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd          197      0.04%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha3            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSm4e            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCrc            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDotProd            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     74.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead        23068      4.99%     79.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite        20609      4.46%     83.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead         5990      1.30%     84.99% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite         3866      0.84%     85.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%     85.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideLoad         1351      0.29%     86.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideStore          398      0.09%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskLoad            0      0.00%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskStore            0      0.00%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedLoad            0      0.00%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedStore            0      0.00%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedLoad            0      0.00%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedStore            0      0.00%     86.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterLoad        12608      2.73%     88.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterStore            1      0.00%     88.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     88.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedLoad        37824      8.19%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedLoad            0      0.00%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStrideSegmentedStore            0      0.00%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdExt            0      0.00%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatExt            0      0.00%     97.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdConfig        13302      2.88%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::System            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total       462091                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples         33797                       # number cycles where commit BW limit reached (Cycle)
system.cpu.commitStats0.numInsts               386049                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps                 462091                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP         386049                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP           462091                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.numUserInsts           386049                       # Numbrer of instructions committed in user mode (Count)
system.cpu.commitStats0.numUserOps             462091                       # Number of ops committed in user mode (Count)
system.cpu.commitStats0.ratioUserInsts              1                       # Ratio of instructions committed in user mode (Ratio)
system.cpu.commitStats0.ratioUserOps                1                       # Ratio of ops committed in user mode (Ratio)
system.cpu.commitStats0.cpi                  0.589182                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  1.697269                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs             105715                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts              24368                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts            254833                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts            80841                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts           24874                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts            210615                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::No_OpClass          201      0.04%      0.04% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntAlu       182165     39.42%     39.47% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntMult         1239      0.27%     39.73% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntDiv          614      0.13%     39.87% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatAdd         2615      0.57%     40.43% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCmp         1630      0.35%     40.79% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCvt         3459      0.75%     41.53% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMult         2418      0.52%     42.06% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMultAcc         2812      0.61%     42.67% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatDiv          591      0.13%     42.79% # Class of committed instruction. (Count)
